treatment,value,value_log,value_std,value_sqrt,plot_name,plot_type,year,grazer,f_year,f_break,f_new,f_one_yr,f_two_yr,met_sub
Grazed,40,3.688879479,0.630783624,6.32455532,p20,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,7,1.945910292,-0.68453518,2.645751311,p20,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,59,4.077537461,1.38808839,7.681145748,p20,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,5,1.609438112,-0.764251472,2.236067977,p21,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,4,1.386294611,-0.804109617,2,p21,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,12,2.484906733,-0.485244452,3.464101615,p21,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,22,3.091042499,-0.086662997,4.69041576,p21,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,27,3.295836903,0.112627731,5.196152423,p21,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,10,2.302585193,-0.564960744,3.16227766,p21,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,11,2.397895364,-0.525102598,3.31662479,p22,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,6,1.791759636,-0.724393326,2.449489743,p22,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,8,2.079441667,-0.644677035,2.828427125,p22,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,11,2.397895364,-0.525102598,3.31662479,p22,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,15,2.708050268,-0.365670016,3.872983346,p22,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,12,2.484906733,-0.485244452,3.464101615,p22,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,11,2.397895364,-0.525102598,3.31662479,p23,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,29,3.367295864,0.192344023,5.385164807,p23,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,21,3.044522485,-0.126521142,4.582575695,p23,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,11,2.397895364,-0.525102598,3.31662479,p23,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,10,2.302585193,-0.564960744,3.16227766,p23,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,24,3.178053872,-0.006946705,4.898979486,p23,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,1,1.00E-06,-0.923684054,1,p27,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,2,0.693147681,-0.883825908,1.414213562,p27,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,2,0.693147681,-0.883825908,1.414213562,p27,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,1,1.00E-06,-0.923684054,1,p27,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,76,4.330733353,2.065676865,8.717797887,p28,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,10,2.302585193,-0.564960744,3.16227766,p28,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,5,1.609438112,-0.764251472,2.236067977,p28,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,8,2.079441667,-0.644677035,2.828427125,p28,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,12,2.484906733,-0.485244452,3.464101615,p28,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,7,1.945910292,-0.68453518,2.645751311,p28,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,1,1.00E-06,-0.923684054,1,p29,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,12,2.484906733,-0.485244452,3.464101615,p29,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,12,2.484906733,-0.485244452,3.464101615,p29,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,2,0.693147681,-0.883825908,1.414213562,p29,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,8,2.079441667,-0.644677035,2.828427125,p29,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,4,1.386294611,-0.804109617,2,p30,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,5,1.609438112,-0.764251472,2.236067977,p30,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,5,1.609438112,-0.764251472,2.236067977,p30,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,4,1.386294611,-0.804109617,2,p30,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,2,0.693147681,-0.883825908,1.414213562,p30,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,3,1.098612622,-0.843967763,1.732050808,p30,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,18,2.890371813,-0.246095579,4.242640687,p31,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,12,2.484906733,-0.485244452,3.464101615,p31,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,58,4.060443028,1.348230245,7.615773106,p31,p,2022,Sheep,y7,b2,n0,o0,t1,abun_nat
Grazed,22,3.091042499,-0.086662997,4.69041576,p31,p,2022,Sheep,y7,b2,n0,o0,t1,abun_nat
Ungrazed,17,2.833213403,-0.285953725,4.123105626,p32,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,34,3.526360554,0.391634751,5.830951895,p32,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,14,2.639057401,-0.405528161,3.741657387,p32,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,33,3.496507592,0.351776605,5.744562647,p32,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,7,1.945910292,-0.68453518,2.645751311,p32,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,29,3.367295864,0.192344023,5.385164807,p32,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,4,1.386294611,-0.804109617,2,p33,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,2,0.693147681,-0.883825908,1.414213562,p33,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,29,3.367295864,0.192344023,5.385164807,p33,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,3,1.098612622,-0.843967763,1.732050808,p33,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,4,1.386294611,-0.804109617,2,p33,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,1,1.00E-06,-0.923684054,1,p33,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,7,1.945910292,-0.68453518,2.645751311,p34,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,5,1.609438112,-0.764251472,2.236067977,p34,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,9,2.197224688,-0.604818889,3,p34,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,14,2.639057401,-0.405528161,3.741657387,p34,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,8,2.079441667,-0.644677035,2.828427125,p34,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,11,2.397895364,-0.525102598,3.31662479,p34,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,44,3.784189657,0.790216206,6.633249581,p35,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,25,3.218875865,0.03291144,5,p35,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,16,2.772588785,-0.32581187,4,p35,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,38,3.637586186,0.551067333,6.164414003,p35,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,8,2.079441667,-0.644677035,2.828427125,p35,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,18,2.890371813,-0.246095579,4.242640687,p35,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,6,1.791759636,-0.724393326,2.449489743,p36,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,16,2.772588785,-0.32581187,4,p36,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,6,1.791759636,-0.724393326,2.449489743,p36,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,24,3.178053872,-0.006946705,4.898979486,p36,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,20,2.995732324,-0.166379288,4.472135955,p36,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,51,3.931825652,1.069223226,7.141428429,p36,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,7,1.945910292,-0.68453518,2.645751311,p37,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,11,2.397895364,-0.525102598,3.31662479,p37,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,7,1.945910292,-0.68453518,2.645751311,p37,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,9,2.197224688,-0.604818889,3,p37,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,16,2.772588785,-0.32581187,4,p37,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,21,3.044522485,-0.126521142,4.582575695,p37,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,9,2.197224688,-0.604818889,3,p38,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,1,1.00E-06,-0.923684054,1,p38,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,10,2.302585193,-0.564960744,3.16227766,p38,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,1,1.00E-06,-0.923684054,1,p38,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,9,2.197224688,-0.604818889,3,p38,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,11,2.397895364,-0.525102598,3.31662479,p39,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,18,2.890371813,-0.246095579,4.242640687,p39,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,12,2.484906733,-0.485244452,3.464101615,p39,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,26,3.258096576,0.072769586,5.099019514,p39,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,12,2.484906733,-0.485244452,3.464101615,p39,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,9,2.197224688,-0.604818889,3,p39,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,1,1.00E-06,-0.923684054,1,p40,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,1,1.00E-06,-0.923684054,1,p40,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,1,1.00E-06,-0.923684054,1,p40,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,1,1.00E-06,-0.923684054,1,p40,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,1,1.00E-06,-0.923684054,1,p40,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,1,1.00E-06,-0.923684054,1,p40,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,2,0.693147681,-0.883825908,1.414213562,p41,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,9,2.197224688,-0.604818889,3,p41,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,2,0.693147681,-0.883825908,1.414213562,p41,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,9,2.197224688,-0.604818889,3,p41,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,2,0.693147681,-0.883825908,1.414213562,p41,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,9,2.197224688,-0.604818889,3,p41,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,7,1.945910292,-0.68453518,2.645751311,p42,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,1,1.00E-06,-0.923684054,1,p42,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,3,1.098612622,-0.843967763,1.732050808,p42,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,2,0.693147681,-0.883825908,1.414213562,p42,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,6,1.791759636,-0.724393326,2.449489743,p42,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,7,1.945910292,-0.68453518,2.645751311,p42,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,67,4.204692634,1.706953555,8.185352772,p43,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,46,3.828641418,0.869932498,6.782329983,p43,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,68,4.21950772,1.746811701,8.246211251,p43,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,54,3.988984065,1.188797662,7.348469228,p43,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,67,4.204692634,1.706953555,8.185352772,p43,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,85,4.442651268,2.424400176,9.219544457,p43,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,67,4.204692634,1.706953555,8.185352772,p44,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,96,4.564348202,2.862839777,9.797958971,p44,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,79,4.369447865,2.185251302,8.888194417,p44,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,90,4.499809681,2.623690904,9.486832981,p44,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,82,4.406719259,2.304825739,9.055385138,p44,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,82,4.406719259,2.304825739,9.055385138,p44,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,53,3.970291932,1.148939517,7.280109889,p45,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,107,4.672828844,3.301279379,10.34408043,p45,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,55,4.007333203,1.228655808,7.416198487,p45,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,64,4.158883099,1.587379118,8,p45,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,67,4.204692634,1.706953555,8.185352772,p45,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,83,4.41884062,2.344683885,9.110433579,p45,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,44,3.784189657,0.790216206,6.633249581,p46,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,64,4.158883099,1.587379118,8,p46,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,16,2.772588785,-0.32581187,4,p46,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,43,3.761200139,0.750358061,6.557438524,p46,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,11,2.397895364,-0.525102598,3.31662479,p46,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,62,4.127134401,1.507662827,7.874007874,p46,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,51,3.931825652,1.069223226,7.141428429,p47,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,41,3.713572091,0.67064177,6.403124237,p47,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,46,3.828641418,0.869932498,6.782329983,p47,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,43,3.761200139,0.750358061,6.557438524,p47,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,32,3.465735934,0.311918459,5.656854249,p47,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,47,3.850147623,0.909790643,6.8556546,p47,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,45,3.806662512,0.830074352,6.708203932,p48,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Grazed,88,4.477336826,2.543974613,9.38083152,p48,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,11,2.397895364,-0.525102598,3.31662479,p48,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,35,3.55534809,0.431492896,5.916079783,p48,p,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,15,2.708050268,-0.365670016,3.872983346,p48,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,79,4.369447865,2.185251302,8.888194417,p48,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,4,1.386294611,-0.804109617,2,425,w,2019,Goat,y4,b2,n0,o0,t1,abun_nat
Grazed,10,2.302585193,-0.564960744,3.16227766,425,w,2019,Goat,y4,b2,n0,o0,t1,abun_nat
Ungrazed,17,2.833213403,-0.285953725,4.123105626,425,w,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,12,2.484906733,-0.485244452,3.464101615,425,w,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,26,3.258096576,0.072769586,5.099019514,425,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,14,2.639057401,-0.405528161,3.741657387,425,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,23,3.135494259,-0.046804851,4.795831523,426,w,2019,Goat,y4,b2,n0,o0,t1,abun_nat
Grazed,15,2.708050268,-0.365670016,3.872983346,426,w,2019,Goat,y4,b2,n0,o0,t1,abun_nat
Ungrazed,73,4.290459455,1.946102429,8.544003745,426,w,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,70,4.248495256,1.826527992,8.366600265,426,w,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,59,4.077537461,1.38808839,7.681145748,426,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,63,4.143134742,1.547520973,7.937253933,426,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,11,2.397895364,-0.525102598,3.31662479,429,w,2019,Goat,y4,b2,n0,o0,t1,abun_nat
Grazed,23,3.135494259,-0.046804851,4.795831523,429,w,2019,Goat,y4,b2,n0,o0,t1,abun_nat
Ungrazed,20,2.995732324,-0.166379288,4.472135955,429,w,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,42,3.737669642,0.710499915,6.480740698,429,w,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,8,2.079441667,-0.644677035,2.828427125,429,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,46,3.828641418,0.869932498,6.782329983,429,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,44,3.784189657,0.790216206,6.633249581,431,w,2019,Goat,y4,b2,n0,o0,t1,abun_nat
Grazed,11,2.397895364,-0.525102598,3.31662479,431,w,2019,Goat,y4,b2,n0,o0,t1,abun_nat
Ungrazed,7,1.945910292,-0.68453518,2.645751311,431,w,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,11,2.397895364,-0.525102598,3.31662479,431,w,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,13,2.564949434,-0.445386307,3.605551275,431,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,41,3.713572091,0.67064177,6.403124237,431,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,6,1.791759636,-0.724393326,2.449489743,448,w,2019,Goat,y4,b2,n0,o0,t1,abun_nat
Grazed,19,2.944439032,-0.206237433,4.358898944,448,w,2019,Goat,y4,b2,n0,o0,t1,abun_nat
Ungrazed,4,1.386294611,-0.804109617,2,448,w,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,13,2.564949434,-0.445386307,3.605551275,448,w,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,8,2.079441667,-0.644677035,2.828427125,448,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,20,2.995732324,-0.166379288,4.472135955,448,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,16,2.772588785,-0.32581187,4,455,w,2019,Goat,y4,b2,n0,o0,t1,abun_nat
Grazed,12,2.484906733,-0.485244452,3.464101615,455,w,2019,Goat,y4,b2,n0,o0,t1,abun_nat
Ungrazed,15,2.708050268,-0.365670016,3.872983346,455,w,2020,Sheep,y5,b1,n0,o1,t0,abun_nat
Grazed,14,2.639057401,-0.405528161,3.741657387,455,w,2020,Sheep,y5,b1,n0,o1,t0,abun_nat
Ungrazed,6,1.791759636,-0.724393326,2.449489743,455,w,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,10,2.302585193,-0.564960744,3.16227766,455,w,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,5,1.609438112,-0.764251472,2.236067977,455,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,10,2.302585193,-0.564960744,3.16227766,455,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,3,1.098612622,-0.843967763,1.732050808,458,w,2019,Goat,y4,b1,n0,o1,t0,abun_nat
Grazed,60,4.094344579,1.427946536,7.745966692,458,w,2019,Goat,y4,b1,n0,o1,t0,abun_nat
Ungrazed,49,3.891820319,0.989506934,7,458,w,2020,Sheep,y5,b1,n0,o1,t0,abun_nat
Grazed,124,4.820281574,3.978867854,11.13552873,458,w,2020,Sheep,y5,b1,n0,o1,t0,abun_nat
Ungrazed,74,4.304065107,1.985960574,8.602325267,458,w,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,91,4.510859518,2.663549049,9.539392014,458,w,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,91,4.510859518,2.663549049,9.539392014,458,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,57,4.043051285,1.308372099,7.549834435,458,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,7,1.945910292,-0.68453518,2.645751311,459,w,2019,Goat,y4,b1,n0,o1,t0,abun_nat
Grazed,69,4.234106519,1.786669846,8.306623863,459,w,2019,Goat,y4,b1,n0,o1,t0,abun_nat
Ungrazed,24,3.178053872,-0.006946705,4.898979486,459,w,2020,Sheep,y5,b1,n0,o1,t0,abun_nat
Grazed,62,4.127134401,1.507662827,7.874007874,459,w,2020,Sheep,y5,b1,n0,o1,t0,abun_nat
Ungrazed,44,3.784189657,0.790216206,6.633249581,459,w,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,68,4.21950772,1.746811701,8.246211251,459,w,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,70,4.248495256,1.826527992,8.366600265,459,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,64,4.158883099,1.587379118,8,459,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,19,2.944439032,-0.206237433,4.358898944,460,w,2019,Goat,y4,b1,n0,o1,t0,abun_nat
Grazed,80,4.382026647,2.225109448,8.94427191,460,w,2019,Goat,y4,b1,n0,o1,t0,abun_nat
Ungrazed,10,2.302585193,-0.564960744,3.16227766,460,w,2020,Sheep,y5,b1,n0,o1,t0,abun_nat
Grazed,72,4.276666133,1.906244283,8.485281374,460,w,2020,Sheep,y5,b1,n0,o1,t0,abun_nat
Ungrazed,48,3.871201032,0.949648789,6.92820323,460,w,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,19,2.944439032,-0.206237433,4.358898944,460,w,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,41,3.713572091,0.67064177,6.403124237,460,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,37,3.61091794,0.511209187,6.08276253,460,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,4,1.386294611,-0.804109617,2,461,w,2019,Goat,y4,b1,n0,o1,t0,abun_nat
Grazed,5,1.609438112,-0.764251472,2.236067977,461,w,2019,Goat,y4,b1,n0,o1,t0,abun_nat
Ungrazed,4,1.386294611,-0.804109617,2,461,w,2020,Sheep,y5,b1,n0,o1,t0,abun_nat
Grazed,1,1.00E-06,-0.923684054,1,461,w,2020,Sheep,y5,b1,n0,o1,t0,abun_nat
Ungrazed,2,0.693147681,-0.883825908,1.414213562,461,w,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,3,1.098612622,-0.843967763,1.732050808,461,w,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,22,3.091042499,-0.086662997,4.69041576,464,w,2019,Goat,y4,b1,n0,o1,t0,abun_nat
Grazed,19,2.944439032,-0.206237433,4.358898944,464,w,2019,Goat,y4,b1,n0,o1,t0,abun_nat
Ungrazed,14,2.639057401,-0.405528161,3.741657387,464,w,2020,Sheep,y5,b1,n0,o1,t0,abun_nat
Grazed,31,3.433987237,0.272060314,5.567764363,464,w,2020,Sheep,y5,b1,n0,o1,t0,abun_nat
Ungrazed,11,2.397895364,-0.525102598,3.31662479,464,w,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,17,2.833213403,-0.285953725,4.123105626,464,w,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,10,2.302585193,-0.564960744,3.16227766,464,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,31,3.433987237,0.272060314,5.567764363,464,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,16,2.772588785,-0.32581187,4,469,w,2019,Goat,y4,b1,n0,o1,t0,abun_nat
Grazed,8,2.079441667,-0.644677035,2.828427125,469,w,2019,Goat,y4,b1,n0,o1,t0,abun_nat
Ungrazed,16,2.772588785,-0.32581187,4,469,w,2020,Sheep,y5,b1,n0,o1,t0,abun_nat
Grazed,13,2.564949434,-0.445386307,3.605551275,469,w,2020,Sheep,y5,b1,n0,o1,t0,abun_nat
Ungrazed,24,3.178053872,-0.006946705,4.898979486,469,w,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Grazed,19,2.944439032,-0.206237433,4.358898944,469,w,2021,Sheep,y6,b1,n0,o1,t0,abun_nat
Ungrazed,47,3.850147623,0.909790643,6.8556546,469,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,65,4.174387285,1.627237264,8.062257748,469,w,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,0,-13.81551056,-0.9635422,0,p38,p,2020,Sheep,y5,b0,n1,o0,t0,abun_nat
Ungrazed,0,-13.81551056,-0.9635422,0,p29,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,4,1.386294611,-0.738930669,2,p01,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
